HD 48915,101.28708333333333,-16.71611111111111,10125.237,-1.46
HD 45348,95.98791666666668,-52.69583333333333,8571.322,-0.72
HD 124897,213.9154166666667,19.1825,4250.6934,-0.04
HD 128620,219.89958333333334,-60.83527777777778,5567.7285,-0.01
HD 172167,279.2345833333334,38.78361111111111,10125.237,0.03
HD 34029,79.1725,45.99805555555556,5280.672,0.08
HD 34085,78.63458333333332,-8.201666666666666,10515.562,0.12
HD 61421,114.82541666666667,5.2250000000000005,6775.502,0.38
HD 10144,24.42875,-57.236666666666665,12691.663,0.46
HD 39801,88.79291666666667,7.406944444444445,3333.1965,0.5
HD 122451,210.95583333333335,-60.37305555555555,14354.034,0.61
HD 187642,297.6958333333333,8.868333333333334,8011.3833,0.77
HD 29139,68.97999999999999,16.509166666666665,3734.3174,0.85
HD 148478,247.3516666666667,-26.431944444444447,3356.3733,0.96
HD 116658,201.29833333333332,-11.161388888888888,14354.034,0.98
HD 62509,116.32875,28.02611111111111,4742.7383,1.14
HD 216956,344.41291666666666,-29.622222222222224,9125.458,1.16
HD 111123,191.93,-59.68861111111111,14354.034,1.25
HD 197345,310.35791666666665,45.280277777777776,9125.458,1.25
HD 108248,186.64958333333334,-63.09916666666667,14632.835,1.33
HD 128621,219.90041666666667,-60.83555555555556,5050.6445,1.33
HD 87901,152.09291666666667,11.967222222222222,11743.773,1.35
HD 52089,104.65625,-28.97222222222222,13830.709,1.5
HD 108903,187.79125000000002,-57.11333333333334,3662.973,1.63
HD 158926,263.40208333333334,-37.10388888888889,14086.907,1.63
HD 35468,81.28291666666667,6.349722222222222,14086.907,1.64
HD 35497,81.57291666666667,28.6075,12103.302,1.65
HD 80007,138.3,-69.71722222222222,10125.237,1.68
HD 37128,84.05333333333333,-1.2019444444444445,13348.433,1.7
HD 108249,186.65208333333334,-63.099444444444444,15228.791,1.73
HD 209952,332.0583333333333,-46.961111111111116,12103.302,1.74
HD 112185,193.50708333333336,55.959722222222226,10381.767,1.77
HD 68273,122.38333333333333,-47.336666666666666,14086.907,1.78
HD 20902,51.08083333333334,49.861111111111114,6481.009,1.79
HD 95689,165.93208333333334,61.75083333333333,4580.7197,1.79
HD 54605,107.09791666666666,-26.393333333333334,5670.9834,1.84
HD 169022,276.04291666666666,-34.38472222222222,10515.562,1.85
HD 71129,125.62833333333333,-59.50972222222222,4157.522,1.86
HD 120315,206.885,49.31333333333333,13348.433,1.86
HD 159532,264.33,-42.99777777777778,6880.2417,1.87
HD 40183,89.88208333333334,44.9475,9765.804,1.9
HD 150798,252.16625,-69.02777777777777,3886.0435,1.92
HD 47105,99.42791666666668,16.399166666666666,10125.237,1.93
HD 193924,306.4120833333334,-56.735,13584.76,1.94
HD 74956,131.17583333333332,-54.708333333333336,9652.203,1.96
HD 44743,95.675,-17.95583333333333,14354.034,1.98
HD 60179,113.64999999999999,31.888333333333332,9765.804,1.98
HD 81797,141.89666666666665,-8.658611111111112,3886.0435,1.98
HD 12929,31.79333333333333,23.4625,4409.234,2
HD 143454,239.87583333333333,25.92027777777778,9027.639,2
HD 8890,37.95291666666666,89.26416666666667,5967.5435,2.02
HD 175191,283.81625,-26.296666666666667,14086.907,2.02
HD 4128,10.8975,-17.986666666666668,4695.226,2.04
HD 37742,85.18958333333333,-1.9427777777777777,13830.709,2.05
HD 358,2.097083333333333,29.090555555555554,11743.773,2.06
HD 6860,17.432916666666664,35.620555555555555,3677.0146,2.06
HD 38771,86.93916666666667,-9.669722222222221,12902.394,2.06
HD 123139,211.67083333333332,-36.37,4718.856,2.06
HD 131873,222.67625,74.15555555555557,3839.195,2.08
HD 159561,263.73375,12.56,8571.322,2.08
HD 214952,340.6670833333333,-46.88472222222222,3649.042,2.1
HD 19356,47.04208333333334,40.955555555555556,10795.074,2.12
HD 102647,177.265,14.571944444444444,9125.458,2.14
HD 110304,190.37916666666666,-48.959722222222226,10251.712,2.17
HD 194093,305.5570833333333,40.25666666666667,5670.9834,2.2
HD 78647,136.99916666666667,-43.4325,3567.7092,2.21
HD 3712,10.127083333333333,56.53722222222222,4368.4463,2.23
HD 36486,83.00166666666667,-0.29916666666666664,14086.907,2.23
HD 139006,233.67208333333332,26.71472222222222,10381.767,2.23
HD 164058,269.1516666666667,51.48888888888889,3763.6702,2.23
HD 66811,120.89625000000001,-40.00333333333333,15228.791,2.25
HD 80404,139.2725,-59.275277777777774,8321.092,2.25
HD 12533,30.974999999999998,42.32972222222222,4000.132,2.26
HD 432,2.294583333333333,59.14972222222222,7216.763,2.27
HD 116656,200.98125,54.92527777777777,9882.423,2.27
HD 151680,252.5408333333333,-34.29333333333333,4409.234,2.29
HD 118716,204.9716666666667,-53.46638888888889,14086.907,2.3
HD 129056,220.4825,-47.388333333333335,13584.76,2.3
HD 127972,218.87666666666667,-42.157777777777774,13348.433,2.31
HD 143275,240.08333333333334,-22.621666666666666,11920.497,2.32
HD 95418,165.4604166666667,56.3825,10381.767,2.37
HD 2261,6.570833333333334,-42.30611111111111,4536.5454,2.39
HD 206778,326.0466666666667,9.875,3748.934,2.39
HD 160578,265.62208333333336,-39.03,14086.907,2.41
HD 217906,345.94375,28.08277777777778,3554.5173,2.42
HD 155125,257.5945833333334,-15.724722222222223,9433.58,2.43
HD 103287,178.45749999999998,53.69472222222222,10125.237,2.44
HD 203280,319.64500000000004,62.58555555555556,8011.3833,2.44
HD 58350,111.02375,-29.303055555555556,11247.073,2.45
HD 197989,311.55291666666665,33.97027777777778,4671.8447,2.46
HD 5394,14.177083333333332,60.71666666666667,12488.511,2.47
HD 218045,346.1904166666667,15.205277777777777,10653.27,2.49
